Year,Scientific Name,English Name,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Identified Wildlife,Land Use Objectives,Biogeoclimatic Units,Ecosection,Forest District,MOE Region,Regional Dist,Municipality,Ecosystem Group,Endemic,CF Action Groups,CF Highest Priority,CF Priority Goal 1,CF Priority Goal 2,CF Priority Goal 3,CDC Maps,Mapping Status
2011,Pseudotsuga menziesii - Pinus contorta / Calamagrostis rubescens / Pleurozium schreberi,Douglas-fir - lodgepole pine / pinegrass / red-stemmed feathermoss,C1A9CPCCR1,GNR,NA,S4S5,31/03/2001,16/03/1993,Yellow,NA,NA,ICHmk2/03;ICHmw3/03;IDFdk1/01;IDFdk2/01;IDFdk3/01;IDFdk4/01;SBSdh1/03;SBSdw1/03,CAB;CAM;CAP;CCM;CCR;CHP;FRB;GUU;HOR;NAU;NIB;NKM;NOB;NPK;NSH;NTU;OKR;PAR;QUH;QUL;SCR;SHB;SOB;SRH;THB;TRU;UFT;WOU,DAB;DCC;DCH;DCK;DCO;DCS;DHW;DKA;DMH;DOS;DPG;DQU,3;4;5;7;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;FFRD;OSRD,100 Mile House;Valemount;Quesnel;McBride;Clinton;Barriere;West Kelowna;Sun Peaks Mountain Resort;Revelstoke;Salmon Arm;Williams Lake;Logan Lake,"Forest, Woodland",NA,Monitor Trend,4,5,4,5,N,NA
2011,Pseudotsuga menziesii - Pinus contorta / Cladina spp.,Douglas-fir - lodgepole pine / reindeer lichens,C1A9CPMPC1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,CWHxm2/02,LIM;NAL;NIM;OUF;SGI;SOG;WIM,DCR;DNI;DSC;DSI,1;2,CRD;CVRD;RDN;ACRD;CXRD;STRD;MWRD,Lake Cowichan;Sayward;Cumberland;Sooke;Lantzville;Metchosin;Campbell River;North Cowichan;Port Alberni;Gold River,"Woodland, Forest",NA,Eco Protect; Inventory; Plan,2,3,6,2,N,NA
2011,Pseudotsuga menziesii - Pinus contorta / Cladonia spp.,Douglas-fir - lodgepole pine / clad lichens,C2A2BPCCL1,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSdw1/02;SBSdw2/02;SBSdw3/02;SBSmh/02;SBSmh/03,BAU;BOV;BUB;CAB;CAP;NAU;NEL;QUH;QUL;TRU,DCC;DHW;DJA;DKA;DMH;DND;DPG;DQU;DVA,3;5;6;7,TNRD;CBRD;BNRD;FFRD,Quesnel;Fort St. James;Fraser Lake;Vanderhoof;Prince George,"Forest, Woodland",P,Monitor Trend,2,2,2,3,N,NA
2011,Pseudotsuga menziesii - Pinus contorta / Holodiscus discolor / Cladina spp.,Douglas-fir - lodgepole pine / oceanspray / reindeer lichens,C1A9CPMPC2,G2G3,NA,S2,31/03/2005,31/03/2005,Red,NA,NA,CWHdm/02,CPR;EPR;FRL;GEL;NWC;OUF;SOG;SPR,DCK;DCR;DNI;DSC;DSQ,1;2,MVRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD,Harrison Hot Springs;Anmore;Port Moody;Kent;Lions Bay;Gibsons;Mission;Bowen Island;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Squamish;Vancouver;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;New Westminster;Coquitlam;West Vancouver;Maple Ridge;Belcarra,"Woodland, Forest",Y,Eco Protect; Inventory; Plan,1,1,6,2,N,NA
2011,Pseudotsuga menziesii - Pinus contorta / Racomitrium canescens,Douglas-fir - lodgepole pine / grey rock-moss,C2A2BPMPC1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,CWHxm1/02,FRL;GEL;LIM;NAL;NWC;OUF;SGI;SOG;SPR,DCK;DCR;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;FVRD,Delta;Lake Cowichan;Cumberland;Langford;Richmond;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;West Vancouver;Maple Ridge,"Woodland, Forest",NA,Monitor Trend,2,2,6,2,N,NA
2011,Pseudotsuga menziesii - Pinus ponderosa / Calamagrostis rubescens,Douglas-fir - ponderosa pine / pinegrass,C2A2BPPCR1,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,IDFdk2/03;IDFxh1/01;IDFxh2/01;IDFxh2/05,CAB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;SHB;SOB;SRH;THB;TRU;WOU,DCK;DCS;DKA;DMH;DOS,3;8,SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD,Ashcroft;Spallumcheen;Chase;Armstrong;Lumby;Penticton;Barriere;West Kelowna;Sun Peaks Mountain Resort;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Merritt;Peachland;Logan Lake;Lytton;Lillooet,"Woodland, Forest",NA,Eco Restore; Inventory; Plan; Private Land; Status Rpt,2,4,2,3,Y,NA
2011,Pseudotsuga menziesii - Pinus ponderosa / Ceanothus velutinus,Douglas-fir - ponderosa pine / snowbrush,C2A2BPPCV1,GNR,NA,S3,07/06/2004,31/03/2001,Blue,NA,NA,IDFxh1/04,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,"Forest, Woodland",NA,Classification; Eco Restore; Plan; Private Land; Status Rpt,2,5,2,3,N,NA
2011,Pseudotsuga menziesii - Pinus ponderosa / Festuca idahoensis,Douglas-fir - ponderosa pine / Idaho fescue,C2A2BPPFI1,GNR,NA,S3,07/06/2004,15/06/2000,Blue,NA,NA,IDFxh1/05,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,"Forest, Woodland",NA,Eco Restore; Plan; Private Land; Status Rpt,2,4,2,3,Y,NA
2011,Pseudotsuga menziesii - Pinus ponderosa / Physocarpus malvaceus,Douglas-fir - ponderosa pine / mallow ninebark,C2A2BPPPM1,GNR,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,PPdh1/04,NOH,DAB,8,KBRD,Grand Forks;Midway,"Woodland, Forest",NA,Eco Protect; Eco Restore; Inventory; Private Land; Review Use,1,4,6,1,N,NA
2011,Pseudotsuga menziesii - Pinus ponderosa / Pseudoroegneria spicata,Douglas-fir - ponderosa pine / bluebunch wheatgrass,C2A2BPCAS1,GNR,NA,S2,05/07/2004,05/07/2004,Red,NA,NA,IDFxh1/02;IDFxh2/02;IDFxh2/03;IDFxw/04,CAB;FRB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;SHB;SOB;SRH;THB;TRU;WOU,DCC;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD,Ashcroft;Spallumcheen;Chase;Clinton;Armstrong;Lumby;Penticton;Barriere;West Kelowna;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Merritt;Peachland;Logan Lake;Lytton;Lillooet,"Woodland, Forest",NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,N,NA
2011,Pseudotsuga menziesii - Pinus ponderosa / Pseudoroegneria spicata - Calamagrostis rubescens,Douglas-fir - ponderosa pine / bluebunch wheatgrass - pinegrass,CEBC003002,GNR,NA,S3,05/07/2004,05/07/2004,Blue,NA,NA,IDFdk2/02;IDFdm1/03;IDFxh1/03;IDFxh2/04;IDFxw/02,CAB;FRB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;SFH;SHB;SOB;SOH;SRH;THB;TRU;WOU,DAB;DCC;DCK;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD,Ashcroft;Spallumcheen;Greenwood;Chase;Clinton;Armstrong;Lumby;Penticton;Barriere;West Kelowna;Sun Peaks Mountain Resort;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Midway;Coldstream;Merritt;Peachland;Logan Lake;Lytton;Lillooet,"Woodland, Forest",NA,Eco Restore; Inventory; Plan; Private Land; Status Rpt,2,3,2,3,N,NA
2011,Pseudotsuga menziesii / Pleurozium schreberi - Hylocomium splendens,Douglas-fir / red-stemmed feathermoss - step moss,C2A2BPSHS1,G3,NA,S3,08/07/2004,31/07/2002,Blue,NA,NA,IDFdk3/05;IDFdk4/07;IDFxm/05;IDFxm/06;SBSdk/04,BAU;BUB;CAB;CAP;CCR;CHP;FRB;NAU;NEL;NEU;PAR;QUL;SCR;TRU,DCC;DCH;DCS;DJA;DKA;DMH;DND;DQU;DSS;DVA,3;5;6;7,SLRD;TNRD;CBRD;BNRD,Telkwa;100 Mile House;Houston;Burns Lake;Vanderhoof;Clinton;Williams Lake;Smithers,Forest,Y,Classification; Inventory; Review Use,2,2,2,3,N,NA
2011,Pseudotsuga menziesii / Polystichum munitum,Douglas-fir / sword fern,C1A9CPMPM1,G2G4,NA,S2,31/10/2004,18/06/1992,Red,NA,NA,CWHdm/04;CWHxm1/04;CWHxm2/04,CPR;EPR;FRL;GEL;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;WIM,DCK;DCR;DNI;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD,Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River,Forest,NA,Eco Protect; Inventory; Plan; Private Land; Review Use,2,3,6,2,N,NA
2011,Pseudotsuga menziesii / Pseudoroegneria spicata - Achnatherum occidentale,Douglas-fir / bluebunch wheatgrass - stiff needlegrass,C2A2BASSO1,GNR,NA,S3,08/07/2004,22/09/1994,Blue,NA,NA,IDFdk3/04,CAB;CAP;CCR;CHP;FRB;PAR;SCR;TRU,DCC;DCS;DKA;DMH;DQU,3;5,SLRD;TNRD;CBRD,100 Mile House;Clinton;Williams Lake,"Forest, Woodland",NA,Monitor Trend,2,2,4,4,N,NA
2011,Pseudotsuga menziesii / Pseudoroegneria spicata - Calamagrostis rubescens,Douglas-fir / bluebunch wheatgrass - pinegrass,C2A2BASCR1,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,IDFdk4/05,CAB;CCR;CHP;FRB,DCC;DCH,5,TNRD;CBRD,NA,"Forest, Woodland",NA,Inventory; Review Use,2,3,2,3,N,NA
2011,Pseudotsuga menziesii / Pseudoroegneria spicata - Selaginella densa,Douglas-fir / bluebunch wheatgrass - compact selaginella,C2A2BPMSD1,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,PPxh2/02,GUU;NIB;PAR;SCR;THB;TRU,DCS;DKA;DOS,3,EKRD;CORD;NORD;KBRD;OSRD,Cache Creek;Ashcroft;Kamloops;Merritt;Logan Lake;Lytton;Lillooet,"Woodland, Forest",NA,No New Actn,3,3,4,5,N,NA
2011,Pseudotsuga menziesii / Rosa acicularis / Aralia nudicaulis,Douglas-fir / prickly rose / wild sarsaparilla,CEBC000066,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFxm/07,CAB;CHP;FRB;QUL,DCC;DCH;DCS;DMH;DQU,5,TNRD;CBRD,Williams Lake,Forest,NA,Eco Protect; Inventory; Review Use,2,2,6,2,N,NA
2011,Pseudotsuga menziesii / Symphoricarpos albus - Amelanchier alnifolia,Douglas-fir / common snowberry - saskatoon,C1A9CPMAA1,GNR,NA,S2,31/10/2004,31/03/2001,Red,NA,NA,PPxh2/06,GUU;NIB;PAR;SCR;THB;TRU,DCS;DKA;DOS,3,SLRD;TNRD,Cache Creek;Ashcroft;Kamloops;Merritt;Logan Lake;Lytton;Lillooet,Forest,NA,Classification; Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,6,6,2,N,NA
2011,Pseudotsuga menziesii / Symphoricarpos albus / Balsamorhiza sagittata,Douglas-fir / common snowberry / arrowleaf balsamroot,CEBC000399,GNR,NA,S2,31/10/2004,07/05/1996,Red,Y (Jun 2006),NA,IDFdm2/03,EKT;ELV;EPM;FLV;MCR;SPK;SPM;UCV,DRM,4,EKRD,Cranbrook;Invermere;Radium Hot Springs;Canal Flats;Kimberley,"Woodland, Forest",NA,Eco Protect; Inventory; Monitor Trend; Plan; Review Use; Status Rpt,2,2,6,2,N,NA
2011,Pseudotsuga menziesii / Symphoricarpos albus / Calamagrostis rubescens,Douglas-fir / common snowberry / pinegrass,C1A9CPMSA1,GNR,NA,S2,07/06/2004,07/06/2004,Red,NA,NA,PPxh1/06,NOB;OKR;SOB,DCS;DOS,8,CORD;OSRD,Osoyoos;Penticton;West Kelowna;Kelowna;Princeton;Summerland;Lake Country;Peachland,Forest,NA,Classification; Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,5,6,2,N,NA
2011,Pseudotsuga menziesii / Symphoricarpos albus / Pseudoroegneria spicata,Douglas-fir / common snowberry / bluebunch wheatgrass,CEBC000265,GNR,NA,S4,08/06/2004,08/06/2004,Yellow,NA,NA,IDFdk1/02;IDFmw1/02;IDFmw2/02,CAB;CAP;GUU;NIB;NOB;NOH;NSH;NTU;OKR;PAR;QUH;SCR;SHB;SOB;SRH;THB;TRU;WOU,DCS;DHW;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD,Spallumcheen;Chase;Enderby;Clearwater;Sun Peaks Mountain Resort;Salmon Arm;Lake Country;Coldstream;Logan Lake,"Woodland, Forest",NA,No New Actn,4,5,4,5,N,NA
2011,Pseudotsuga menziesii / Symphoricarpos albus - Spiraea betulifolia,Douglas-fir / common snowberry - birch-leaved spirea,C1A9CPMSB1,GNR,NA,S2,31/10/2004,31/03/2001,Red,NA,NA,IDFxh1/06;IDFxh1/07;PPxh1/07,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Osoyoos;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,Forest,NA,Eco Protect; Eco Restore; Plan; Private Land; Review Use; Status Rpt,2,6,6,2,N,NA
2011,Pseudotsuga menziesii / Symphoricarpos occidentalis / Pseudoroegneria spicata,Douglas-fir / western snowberry / bluebunch wheatgrass,CEBC000070,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFxw/03,CAB;FRB;PAR;TRU,DCC;DCS;DKA;DMH,3;5,SLRD;TNRD,Clinton,"Woodland, Forest",NA,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2011,Pseudotsuga menziesii - Thuja plicata / Corylus cornuta,Douglas-fir - western redcedar / beaked hazelnut,C1A9BPMCC1,GNR,NA,S3,06/07/2004,06/07/2004,Blue,NA,NA,IDFww/01,CCR;EPR;HOR;LPR;NPR;WCR,DCH;DCK;DCS;DNI;DSQ,2;3;5;8,SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Pemberton,Forest,NA,Inventory; Review Use,2,3,2,3,Y,NA
2011,Pseudotsuga menziesii - Thuja plicata / Dicranum polysetum,Douglas-fir - western redcedar / wavy-leaved moss,C1A9BPMDP1,GNR,NA,S2?,31/10/2004,15/06/2000,Red,NA,NA,ICHmk3/02,BOV;CAM;CAP;QUH,DCC;DHW;DMH;DQU,3;5,CBRD,NA,"Woodland, Forest",NA,Monitor Trend,1,1,6,2,N,NA
2011,Pseudotsuga menziesii - Thuja plicata / Paxistima myrsinites,Douglas-fir - western redcedar / falsebox,CEBC000239,GNR,NA,S4,31/03/2001,12/03/1993,Yellow,NA,NA,ICHmw2/03;IDFmw1/01;IDFmw2/01,CAP;CCM;NKM;NOB;NOH;NSH;NTU;QUH;SCM;SFH;SHB;SPM;SRH;THB;TRU;WOU,DAB;DCO;DHW;DKA;DKL;DMH;DOS,3;4;5;8,CKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD,Spallumcheen;Chase;Enderby;Nakusp;Silverton;Clearwater;Sun Peaks Mountain Resort;Salmon Arm;Trail;Lake Country;Sicamous;Coldstream;Rossland,Forest,NA,Plan; Review Use,2,3,2,4,N,NA
2011,Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon Dry Maritime,Douglas-fir - western hemlock / salal Dry Maritime,C1A9CTHGS1,G3G4,NA,S2S3,31/10/2004,15/06/1992,Blue,NA,NA,CWHdm/03;CWHxm1/03;CWHxm2/03,CPR;EPR;FRL;GEL;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;WIM,DCK;DCR;DNI;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD,Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River,Forest,NA,Eco Protect; Inventory; Plan; Private Land,2,4,6,2,Y,NA
2011,Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon Moist Maritime,Douglas-fir - western hemlock / salal Moist Maritime,C2A2BTHGS1,GNR,NA,S2S3,14/02/2011,14/02/2011,Blue,NA,NA,CWHmm1/02;CWHmm2/02,LIM;NAL;NIM;OUF;WIM,DCR;DSC;DSI,1,CRD;CVRD;RDN;ACRD;CXRD;STRD,Cumberland,"Woodland, Forest",NA,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,N,NA
2011,Pseudotsuga menziesii - Tsuga heterophylla / Paxistima myrsinites,Douglas-fir - western hemlock / falsebox,C1A9CPMTH1,GNR,NA,S3,08/07/2004,15/06/2000,Blue,NA,NA,CWHds1/03;CWHds2/03;CWHms1/03;CWHms2/03,CCR;CPR;EPR;FRL;HOR;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,1;2;3;5;8,CXRD;STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Hope;Pemberton;Whistler;Kent;Chilliwack;Squamish,Forest,NA,Eco Protect; Inventory; Plan,2,3,2,3,Y,NA
2011,Puccinellia nuttalliana - Hordeum jubatum,Nuttall's alkaligrass - foxtail barley,CEBC001031,G3?,NA,S2,03/07/2004,03/07/2004,Red,NA,NA,BGxw2/Gs02;IDFdk1/Gs02;IDFdk2/Gs02;IDFdk3/Gs02;IDFdk4/Gs02;IDFdm1/Gs02;IDFdm2/Gs02;IDFdw/Gs02;IDFxm/Gs02;MSdc1/Gs02;MSdc2/Gs02;MSdk/Gs02;MSdm1/Gs02;MSdm2/Gs02;MSdv/Gs02;MSxv/Gs02;SBPSdc/Gs02;SBPSxc/Gs02,BBT;CAB;CAP;CCR;CHP;COC;CPK;CPR;EKT;ELV;EPM;FLV;FRB;GUU;HOR;LPR;MCR;NAU;NIB;NOB;NOH;NTU;OKR;PAR;SCR;SFH;SHB;SOB;SOH;SPK;SPM;THB;TRU;UCV;WCR;WCU;WOU,DAB;DCC;DCH;DCK;DCO;DCS;DKA;DMH;DNI;DOS;DPG;DQU;DRM;DVA,3;4;5;6;7;8,EKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KBRD;BNRD;OSRD;FVRD,Cranbrook;Invermere;Radium Hot Springs;100 Mile House;Greenwood;Clinton;Elkford;Barriere;Canal Flats;West Kelowna;Sun Peaks Mountain Resort;Kimberley;Golden;Lake Country;Midway;Williams Lake;Sparwood;Logan Lake,"Herbaceous, Wetland, Grassland",NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,N,NA
2011,Purshia tridentata / Hesperostipa comata,antelope-brush / needle-and-thread grass,C3B4APTSC1,G2,NA,S1,31/10/2004,21/06/2002,Red,Y (Jun 2006),NA,BGxh1/02;IDFxh1;PPxh1;PPxh1a,NOB;OKR;SOB,DOS,8,OSRD,Osoyoos;Penticton;Oliver;Keremeos,"Shrub, Grassland, Herbaceous",NA,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,1,2,6,1,Y,Mapping all EOs for this community in 2010/2011.
2011,Purshia tridentata / Pseudoroegneria spicata,antelope-brush / bluebunch wheatgrass,CEBC000398,G3,NA,S2,31/10/2004,15/06/2000,Red,Y (Jun 2006),NA,IDFdm2/02;PPdh2/00,EKT;ELV;EPM;FLV;MCR;SPK;SPM;UCV,DRM,4,EKRD,Cranbrook;Invermere;Radium Hot Springs;Canal Flats;Kimberley,"Shrub, Grassland, Herbaceous",NA,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,N,NA
2011,Quercus garryana - Acer macrophyllum - Prunus spp.,Garry oak - bigleaf maple - cherries,CEBC000861,G1,NA,S1,31/10/2004,27/04/1993,Red,NA,NA,CWHds1/00,EPR,DCK,2,FVRD,NA,"Woodland, Forest",Y,Classification,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Y,NA
2011,Quercus garryana - Arbutus menziesii,Garry oak - arbutus,C2B2AQGAM1,G1,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,CDFmm/00,NAL;SGI,DSI,1,CRD;CVRD;RDN,Delta;Victoria;Highlands;Langford;Central Saanich;Oak Bay;View Royal;Colwood;North Saanich;Sidney;Metchosin;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Woodland, Forest",Y,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,3,6,2,Y,NA
2011,Quercus garryana / Bromus carinatus,Garry oak / California brome,C1B3AQGBS1,G1,NA,S1,31/10/2004,03/07/1992,Red,NA,NA,CDFmm/00,NAL;SGI,DSI,1,CRD;CVRD;RDN;CXRD,Victoria;Highlands;Langford;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Woodland, Forest",Y,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,3,6,2,Y,NA
2011,Quercus garryana / Holodiscus discolor,Garry oak / oceanspray,C1B3AQGHD1,G1,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,CDFmm/00,NAL;SGI,DSI,1,CRD;CVRD;RDN;CXRD,Victoria;Highlands;Langford;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Woodland, Forest",Y,Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,3,6,2,Y,NA
2011,Rhododendron macrophyllum / Gaultheria ovatifolia / Cladonia spp.,Pacific rhododendron / western tea-berry / clad lichens,CEBC000865,G1,NA,S1,31/10/2004,17/11/1993,Red,NA,NA,IDFww/00,HOR,DCK,2,FVRD,NA,Shrub,Y,Monitor Trend,1,1,6,2,Y,NA
2011,Rosa woodsii / Festuca idahoensis,prairie rose / Idaho fescue,C5B2BRWFI1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFxh1a/97,NOB;OKR;PAR;SHB;SOB;THB,DCS;DKA;DOS,3;8,TNRD;CORD;NORD;CSRD;OSRD,Spallumcheen;Kelowna;Vernon;Lake Country;Coldstream,"Shrub, Grassland, Herbaceous",NA,Eco Protect; Eco Restore; Plan; Private Land; Review Use; Status Rpt,1,1,6,2,N,NA
2011,Ruppia maritima Herbaceous Vegetation,beaked ditch-grass Herbaceous Vegetation,CEBC003042,GNR,NA,S2,14/07/2004,14/07/2004,Red,NA,NA,CDFmm/Em01;CWH/Em01,CPR;FRL;GEL;HEL;KIR;LIM;NAL;NCF;NIM;NPR;NWL;OUF;QCL;QCR;QCT;SBR;SGI;SKP;SOG;SPR;WIM,DCK;DCR;DKM;DNC;DNI;DQC;DSC;DSI;DSQ,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Estuarine, Herbaceous, Wetland",NA,Monitor Trend; Plan; Status Rpt,2,2,6,3,N,NA
2011,Salicornia virginiana - Glaux maritima,American glasswort - sea-milkwort,CEBC003043,G3G4,NA,S2,14/07/2004,14/07/2004,Red,NA,NA,CDFmm/Em02;CWH/Em02,FRL;GEL;NAL;SGI;SOG;SPR,DCK;DCR;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD;SLRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,"Estuarine, Herbaceous, Wetland",NA,Eco Protect; Monitor Trend; Plan; Status Rpt,3,3,6,3,N,NA
2011,Salix arctica Dwarf Shrubland,arctic willow Dwarf Shrubland,CEBC002074,GNR,NA,SNR,NA,NA,No Status,NA,NA,BAFA;ESSF;SBSwk2;SWBmk,BAU;CAR;EMR;ESM;HAF;HAP;HYP;KEM;KRT;LIP;MAP;MCP;MIR;MUF;MUU;NEL;NHR;NOM;NSM;PAT;PEF;PEL;RAP;SBP;SCU;SHR;SIU;SOM;STP;TEB;TEP;TUR;WMR,DFN;DJA;DMK;DPC;DSS;UNK,2;3;4;5;6;7;8;9,EKRD;CXRD;STRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Stewart;Northern Rockies;Chetwynd;Mackenzie;Hudsons Hope;Tumbler Ridge,"Shrub, Alpine, Herbaceous",Y,No New Actn,4,4,4,5,N,NA
