Year,Scientific Name,English Name,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Identified Wildlife,Land Use Objectives,Biogeoclimatic Units,Ecosection,Forest District,MOE Region,Regional Dist,Municipality,Ecosystem Group,Endemic,CF Action Groups,CF Highest Priority,CF Priority Goal 1,CF Priority Goal 2,CF Priority Goal 3,CDC Maps,Mapping Status
2013,Pseudotsuga menziesii / Juniperus communis / Cladina spp.,Douglas-fir / common juniper / reindeer lichens,C2A2BJCCL1,GNR,NA,S4,08/07/2004,08/07/2004,Yellow,NA,NA,ICHmw3/02,CAM;CAP;CCM;NKM;NSH;NTU;QUH;SHB;SRH,DAB;DCO;DHW;DKA;DMH;DOS,3;4;5;8,TNRD;NORD;CSRD;CBRD,Revelstoke,Terrestrial - Forest: Coniferous - dry,NA,Classification; Monitor Trend,4,4,4,5,N,NA
2013,Pseudotsuga menziesii / Juniperus communis / Cladonia spp.,Douglas-fir / common juniper / clad lichens,CEBC000098,GNR,NA,S2,06/07/2004,22/09/1994,Red,Y (Jun 2006),NA,IDFxm/03,CAB;CHP;FRB;QUL,DCC;DCH;DCS;DMH;DQU,5,TNRD;CBRD,Williams Lake,Terrestrial - Forest: Coniferous - dry,NA,Classification; Eco Protect; Inventory; Monitor Trend; Private Land,2,2,6,2,N,NA
2013,Pseudotsuga menziesii / Juniperus scopulorum / Arctostaphylos uva-ursi,Douglas-fir / Rocky Mountain juniper / kinnikinnick,C2A2BJCAU1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFdk3/02,CAB;CAP;CCR;CHP;FRB;PAR;SCR;TRU,DCC;DCS;DKA;DMH;DQU,3;5,SLRD;TNRD;CBRD,100 Mile House;Clinton;Williams Lake,Terrestrial - Forest: Coniferous - dry,NA,Classification; Monitor Trend,1,1,6,3,N,NA
2013,Pseudotsuga menziesii / Juniperus scopulorum / Artemisia frigida,Douglas-fir / Rocky Mountain juniper / prairie sagewort,CEBC000064,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,IDFdk4/03;IDFdk4/04;IDFxm/04,CAB;CCR;CHP;FRB;QUL,DCC;DCH;DCS;DMH;DQU,5,TNRD;CBRD,Williams Lake,Terrestrial - Forest: Coniferous - dry,NA,Classification; Monitor Trend,3,3,4,4,N,NA
2013,Pseudotsuga menziesii / Juniperus scopulorum / Penstemon fruticosus,Douglas-fir / Rocky Mountain juniper / shrubby penstemon,CEBC000063,GNR,NA,S3,08/07/2004,31/07/2002,Blue,NA,NA,IDFdk3/03;IDFdk4/02;IDFxm/02,CAB;CAP;CCR;CHP;FRB;PAR;QUL;SCR;TRU,DCC;DCH;DCS;DKA;DMH;DQU,3;5,SLRD;TNRD;CBRD,100 Mile House;Clinton;Williams Lake,Terrestrial - Forest: Coniferous - dry,NA,Classification; Eco Restore; Inventory,2,3,2,3,N,NA
2013,Pseudotsuga menziesii / Juniperus scopulorum / Pseudoroegneria spicata,Douglas-fir / Rocky Mountain juniper / bluebunch wheatgrass,C2A2BJSAS1,GNR,NA,S2S3,07/06/2004,07/06/2004,Blue,NA,NA,IDFxw/01,CAB;FRB;PAR;TRU,DCC;DCS;DKA;DMH,3;5,SLRD;TNRD,Clinton,Terrestrial - Forest: Coniferous - mesic,NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use,2,5,6,2,N,NA
2013,Pseudotsuga menziesii - Larix occidentalis / Calamagrostis rubescens,Douglas-fir - western larch / pinegrass,C2A2BPMSX1,GNR,NA,S2,17/06/2004,17/06/2004,Red,NA,NA,IDFdm1/05;IDFdm2/04,EKT;ELV;EPM;FLV;MCR;NOB;NOH;SFH;SOB;SOH;SPK;SPM;UCV,DAB;DOS;DRM,4;8,SLRD;TNRD,Cranbrook;Invermere;Radium Hot Springs;Greenwood;Canal Flats;Kimberley;Midway,Terrestrial - Forest: Coniferous - mesic,NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,5,6,2,N,NA
2013,Pseudotsuga menziesii / Mahonia aquifolium / Cryptogramma acrostichoides,Douglas-fir / tall Oregon-grape / parsley fern,CEBC000371,GNR,NA,S2?,31/10/2004,15/06/2000,Red,NA,NA,ICHdw1/02,CCM;NOH;SCM;SFH;SPM,DAB;DKL;DRM,4;8,EKRD;CKRD;KBRD,Castlegar;Slocan;New Denver;Silverton;Kaslo;Salmo;Creston;Fruitvale;Trail;Rossland;Montrose;Warfield;Nelson,Terrestrial - Forest: Coniferous - dry,NA,Eco Restore; Inventory; Review Use,2,2,6,2,N,NA
2013,Pseudotsuga menziesii / Mahonia nervosa,Douglas-fir / dull Oregon-grape,C1A9CPMGS1,G2,NA,S2,20/05/2010,15/06/2000,Red,Y (Jun 2006),NA,CDFmm/01;CWHxm1,FRL;GEL;NAL;SGI;SOG,DCK;DCR;DSC;DSI,1;2,MVRD;CRD;CVRD;RDN;CXRD;STRD;PWRD;SCRD,Delta;Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;Langley (District);Surrey;White Rock;View Royal;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Powell River;Sechelt;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Terrestrial - Forest: Coniferous - mesic,Y,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Review Use; Status Rpt,1,1,6,2,Y,NA
2013,Pseudotsuga menziesii / Melica subulata,Douglas-fir / Alaska oniongrass,C1A9CPMMS1,G1,NA,S1,29/03/2006,15/06/2000,Red,Y (Jun 2006),NA,CDFmm/03,NAL;SGI,DSI,1,CRD;CVRD;RDN;CXRD,Victoria;Highlands;Langford;Richmond;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan,Terrestrial - Forest: Coniferous - dry,Y,Eco Protect; Eco Restore; Inventory; Monitor Trend; Plan; Private Land; Status Rpt,1,1,6,1,Y,NA
2013,Pseudotsuga menziesii / Penstemon fruticosus - Calamagrostis rubescens,Douglas-fir / shrubby penstemon - pinegrass,CEBC000229,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,ICHmk1/02;IDFmw1/03;MSdm1/02,BBT;CPK;ELV;EPM;FLV;MCR;NOB;NOH;SFH;SHB;SOH;SPK;SPM;SRH;UCV;WOU,DAB;DCO;DKL;DOS;DRM,3;4;8,EKRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Enderby;Salmon Arm;Lake Country;Coldstream,Terrestrial - Forest: Coniferous - dry,NA,Classification; Monitor Trend,2,3,2,3,N,NA
2013,Pseudotsuga menziesii - Picea engelmannii x glauca / Calamagrostis rubescens,Douglas-fir - hybrid white spruce / pinegrass,CEBC000117,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,SBSdw1/01;SBSdw2/01;SBSdw3/01,BAU;BUB;CAB;CAP;NAU;NEL;QUH;QUL;TRU,DCC;DHW;DJA;DKA;DMH;DND;DPG;DQU;DVA,3;5;6;7,TNRD;CBRD;BNRD;FFRD,Quesnel;Fort St. James;Fraser Lake;Vanderhoof;Prince George,Terrestrial - Forest: Coniferous - mesic,P,No New Actn,3,3,4,5,N,NA
2013,Pseudotsuga menziesii - Picea engelmannii x glauca / Oryzopsis spp.,Douglas-fir - hybrid white spruce / ricegrasses,CEBC000112,GNR,NA,S4,05/04/2006,22/09/1994,Yellow,NA,NA,SBSdh1/01;SBSdw1/05;SBSdw3/04;SBSmk1/05,BAU;BOV;BUB;CAM;CAP;MAP;MCP;NAU;NEL;NPK;PAT;QUH;QUL;SOM;TRU;UFT,DCC;DHW;DJA;DKA;DMH;DMK;DND;DPG;DQU;DVA,3;5;6;7,TNRD;CBRD;BNRD;FFRD;PRRD,Valemount;Quesnel;Mackenzie;Fort St. James;Fraser Lake;Vanderhoof;McBride;Prince George,Terrestrial - Forest: Coniferous - dry;Terrestrial - Forest: Coniferous - mesic,P,Classification; Monitor Trend; Plan; Review Use,2,3,2,4,N,NA
2013,Pseudotsuga menziesii - Picea engelmannii x glauca / Paxistima myrsinites,Douglas-fir - hybrid white spruce / falsebox,CEBC000149,GNR,NA,S3,27/01/2005,27/01/2005,Blue,NA,NA,SBSmw/01,BOV;NAU;NEL;QUL,DCC;DPG;DQU,5;7,CBRD;BNRD;FFRD,NA,Terrestrial - Forest: Coniferous - mesic,P,Monitor Trend; Plan,2,2,2,3,N,NA
2013,Pseudotsuga menziesii - Picea engelmannii x glauca / Ptilium crista-castrensis,Douglas-fir - hybrid white spruce / knight's plume,CEBC000152,G3,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSmk1/04;SBSmw/04;SBSwk1/04,BAU;BOV;CAM;MAP;MCP;NAU;NEL;NHR;PAT;QUL;SHR;SOM,DCC;DHW;DJA;DMK;DPG;DQU;DVA,5;7,CBRD;BNRD;FFRD;PRRD,Mackenzie;Wells;Prince George,Terrestrial - Forest: Coniferous - dry,Y,Monitor Trend; Review Use,2,2,2,3,N,NA
2013,Pseudotsuga menziesii - Picea engelmannii x glauca / Rhytidiadelphus triquetrus,Douglas-fir - hybrid white spruce / electrified cat's-tail moss,CEBC000630,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSdw2/05,CAB;CAP;NAU;QUL,DCC;DMH;DPG;DQU;DVA,5;7,CBRD;BNRD;FFRD,NA,Terrestrial - Forest: Coniferous - dry,P,Classification; Monitor Trend; Review Use,2,2,2,3,N,NA
2013,Pseudotsuga menziesii - Picea engelmannii x glauca / Rubus parviflorus,Douglas-fir - hybrid white spruce / thimbleberry,CEBC000113,GNR,NA,S3,08/07/2004,08/07/2004,Blue,NA,NA,SBSdh1/06;SBSdw1/06;SBSmh/01;SBSmh/05;SBSmh/06;SBSvk/03;SBSwk3/03;SBSwk3a/01;SBSwk3a/03,BAU;BOV;CAM;CAP;ESM;MAP;MCP;MIR;NAU;NEL;NHR;NPK;PAT;QUH;QUL;SHR;SSM;TRU;UFT,DCC;DHW;DJA;DKA;DMH;DMK;DND;DPG;DQU,3;5;6;7,TNRD;CBRD;BNRD;FFRD;SKRD,Valemount;Quesnel;Mackenzie;McBride;Prince George,Terrestrial - Forest: Coniferous - dry;Terrestrial - Forest: Coniferous - mesic,P,Inventory,2,2,6,4,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Arctostaphylos uva-ursi Dry Submaritime,Douglas-fir - lodgepole pine / kinnikinnick Dry Submaritime,C1A9CPMAU1,G2G4,31/03/2005,S2,31/10/2004,15/06/2000,Red,NA,Central and North Coast LUO;South Central Coast LUO,CWHds1/02;CWHds2/02,CCR;CPR;EPR;FRL;HOR;KIM;KIR;LPR;NCF;NEU;NPR;NWC;SPR;WCR,DCH;DCK;DCS;DNI;DSC;DSQ,1;2;3;5,CXRD;STRD;PWRD;SLRD;TNRD;CBRD;MWRD;CCRD;FVRD,Hope;Pemberton;Whistler;Kent;Squamish,Terrestrial - Forest: Coniferous - dry,Y,Monitor Trend,1,1,6,2,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Arctostaphylos uva-ursi Moist Submaritime,Douglas-fir - lodgepole pine / kinnikinnick Moist Submaritime,C2A2BPMAU1,GNR,NA,S3,31/10/2004,31/03/2001,Blue,NA,Central and North Coast LUO;South Central Coast LUO,CWHms1/02;CWHms2/02,CPR;EPR;HOR;KIM;KIR;LPR;NCF;NPR;NWC;SPR,DCK;DCS;DNI;DSC;DSQ,2;3;5;8,CXRD;STRD;PWRD;SLRD;TNRD;CCRD;FVRD,Hope;Pemberton;Whistler;Chilliwack,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Inventory; Plan,1,1,6,2,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Calamagrostis rubescens / Pleurozium schreberi,Douglas-fir - lodgepole pine / pinegrass / red-stemmed feathermoss,C1A9CPCCR1,GNR,NA,S4S5,31/03/2001,16/03/1993,Yellow,NA,NA,ICHmk2/03;ICHmw3/03;IDFdk1/01;IDFdk2/01;IDFdk3/01;IDFdk4/01;SBSdh1/03;SBSdw1/03,CAB;CAM;CAP;CCM;CCR;CHP;FRB;GUU;HOR;NAU;NIB;NKM;NOB;NPK;NSH;NTU;OKR;PAR;QUH;QUL;SCR;SHB;SOB;SRH;THB;TRU;UFT;WOU,DAB;DCC;DCH;DCK;DCO;DCS;DHW;DKA;DMH;DOS;DPG;DQU,3;4;5;7;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;FFRD;OSRD,100 Mile House;Valemount;Quesnel;McBride;Clinton;Barriere;West Kelowna;Sun Peaks Mountain Resort;Revelstoke;Salmon Arm;Williams Lake;Logan Lake,Terrestrial - Forest: Coniferous - dry;Terrestrial - Forest: Coniferous - mesic,NA,Monitor Trend,4,5,4,5,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Cladina spp.,Douglas-fir - lodgepole pine / reindeer lichens,C1A9CPMPC1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,Central and North Coast LUO;South Central Coast LUO,CWHxm2/02,LIM;NAL;NIM;OUF;SGI;SOG;WIM,DCR;DNI;DSC;DSI,1;2,CRD;CVRD;RDN;ACRD;CXRD;STRD;MWRD,Lake Cowichan;Sayward;Cumberland;Sooke;Lantzville;Metchosin;Campbell River;North Cowichan;Port Alberni;Gold River,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Inventory; Plan,2,3,6,2,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Cladonia spp.,Douglas-fir - lodgepole pine / clad lichens,C2A2BPCCL1,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,SBSdw1/02;SBSdw2/02;SBSdw3/02;SBSmh/02;SBSmh/03,BAU;BOV;BUB;CAB;CAP;NAU;NEL;QUH;QUL;TRU,DCC;DHW;DJA;DKA;DMH;DND;DPG;DQU;DVA,3;5;6;7,TNRD;CBRD;BNRD;FFRD,Quesnel;Fort St. James;Fraser Lake;Vanderhoof;Prince George,Terrestrial - Forest: Coniferous - dry,P,Monitor Trend,2,2,2,3,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Holodiscus discolor / Cladina spp.,Douglas-fir - lodgepole pine / oceanspray / reindeer lichens,C1A9CPMPC2,G2G3,NA,S2,31/03/2005,31/03/2005,Red,NA,Central and North Coast LUO;South Central Coast LUO,CWHdm/02,CPR;EPR;FRL;GEL;NWC;OUF;SOG;SPR,DCK;DCR;DNI;DSC;DSQ,1;2,MVRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD,Harrison Hot Springs;Anmore;Port Moody;Kent;Lions Bay;Gibsons;Mission;Bowen Island;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Squamish;Vancouver;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;New Westminster;Coquitlam;West Vancouver;Maple Ridge;Belcarra,Terrestrial - Forest: Coniferous - dry,Y,Eco Protect; Inventory; Plan,1,1,6,2,N,NA
2013,Pseudotsuga menziesii - Pinus contorta / Racomitrium canescens,Douglas-fir - lodgepole pine / grey rock-moss,C2A2BPMPC1,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,CWHxm1/02,FRL;GEL;LIM;NAL;NWC;OUF;SGI;SOG;SPR,DCK;DCR;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;FVRD,Delta;Lake Cowichan;Cumberland;Langford;Richmond;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;West Vancouver;Maple Ridge,Terrestrial - Forest: Coniferous - dry,NA,Monitor Trend,2,2,6,2,N,NA
2013,Pseudotsuga menziesii - Pinus ponderosa / Calamagrostis rubescens,Douglas-fir - ponderosa pine / pinegrass,C2A2BPPCR1,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,IDFdk2/03;IDFxh1/01;IDFxh2/01;IDFxh2/05,CAB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;SHB;SOB;SRH;THB;TRU;WOU,DCK;DCS;DKA;DMH;DOS,3;8,SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD,Ashcroft;Spallumcheen;Chase;Armstrong;Lumby;Penticton;Barriere;West Kelowna;Sun Peaks Mountain Resort;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Merritt;Peachland;Logan Lake;Lytton;Lillooet,Terrestrial - Forest: Coniferous - dry;Terrestrial - Forest: Coniferous - mesic,NA,Eco Restore; Inventory; Plan; Private Land; Status Rpt,2,4,2,3,Y,NA
2013,Pseudotsuga menziesii - Pinus ponderosa / Ceanothus velutinus,Douglas-fir - ponderosa pine / snowbrush,C2A2BPPCV1,GNR,NA,S3,07/06/2004,31/03/2001,Blue,NA,NA,IDFxh1/04,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,Terrestrial - Forest: Coniferous - dry,NA,Classification; Eco Restore; Plan; Private Land; Status Rpt,2,5,2,3,N,NA
2013,Pseudotsuga menziesii - Pinus ponderosa / Festuca idahoensis,Douglas-fir - ponderosa pine / Idaho fescue,C2A2BPPFI1,GNR,NA,S3,07/06/2004,15/06/2000,Blue,NA,NA,IDFxh1/05,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,Terrestrial - Forest: Coniferous - mesic,NA,Eco Restore; Plan; Private Land; Status Rpt,2,4,2,3,Y,NA
2013,Pseudotsuga menziesii - Pinus ponderosa / Physocarpus malvaceus,Douglas-fir - ponderosa pine / mallow ninebark,C2A2BPPPM1,GNR,NA,S1,31/10/2004,15/06/2000,Red,NA,NA,PPdh1/04,NOH,DAB,8,KBRD,Grand Forks;Midway,Terrestrial - Forest: Coniferous - mesic,NA,Eco Protect; Eco Restore; Inventory; Private Land; Review Use,1,4,6,1,N,NA
2013,Pseudotsuga menziesii - Pinus ponderosa / Pseudoroegneria spicata,Douglas-fir - ponderosa pine / bluebunch wheatgrass,C2A2BPCAS1,GNR,NA,S2,05/07/2004,05/07/2004,Red,NA,NA,IDFxh1/02;IDFxh2/02;IDFxh2/03;IDFxw/04,CAB;FRB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;SHB;SOB;SRH;THB;TRU;WOU,DCC;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD,Ashcroft;Spallumcheen;Chase;Clinton;Armstrong;Lumby;Penticton;Barriere;West Kelowna;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Merritt;Peachland;Logan Lake;Lytton;Lillooet,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,3,6,2,N,NA
2013,Pseudotsuga menziesii - Pinus ponderosa / Pseudoroegneria spicata - Calamagrostis rubescens,Douglas-fir - ponderosa pine / bluebunch wheatgrass - pinegrass,CEBC003002,GNR,NA,S3,05/07/2004,05/07/2004,Blue,NA,NA,IDFdk2/02;IDFdm1/03;IDFxh1/03;IDFxh2/04;IDFxw/02,CAB;FRB;GUU;HOR;NIB;NOB;NOH;NTU;OKR;PAR;SFH;SHB;SOB;SOH;SRH;THB;TRU;WOU,DAB;DCC;DCK;DCS;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;KBRD;OSRD,Ashcroft;Spallumcheen;Greenwood;Chase;Clinton;Armstrong;Lumby;Penticton;Barriere;West Kelowna;Sun Peaks Mountain Resort;Kamloops;Kelowna;Princeton;Vernon;Summerland;Lake Country;Midway;Coldstream;Merritt;Peachland;Logan Lake;Lytton;Lillooet,Terrestrial - Forest: Coniferous - dry,NA,Eco Restore; Inventory; Plan; Private Land; Status Rpt,2,3,2,3,N,NA
2013,Pseudotsuga menziesii / Pleurozium schreberi - Hylocomium splendens,Douglas-fir / red-stemmed feathermoss - step moss,C2A2BPSHS1,G3,NA,S3,08/07/2004,31/07/2002,Blue,NA,NA,IDFdk3/05;IDFdk4/07;IDFxm/05;IDFxm/06;SBSdk/04,BAU;BUB;CAB;CAP;CCR;CHP;FRB;NAU;NEL;NEU;PAR;QUL;SCR;TRU,DCC;DCH;DCS;DJA;DKA;DMH;DND;DQU;DSS;DVA,3;5;6;7,SLRD;TNRD;CBRD;BNRD,Telkwa;100 Mile House;Houston;Burns Lake;Vanderhoof;Clinton;Williams Lake;Smithers,Terrestrial - Forest: Coniferous - dry;Terrestrial - Forest: Coniferous - mesic,Y,Classification; Inventory; Review Use,2,2,2,3,N,NA
2013,Pseudotsuga menziesii / Polystichum munitum,Douglas-fir / sword fern,C1A9CPMPM1,G2G4,NA,S2S3,24/04/2013,04/04/2013,Blue,NA,Central and North Coast LUO;South Central Coast LUO,CWHdm/04;CWHxm1/04;CWHxm2/04,CPR;EPR;FRL;GEL;LIM;NAL;NIM;NWC;OUF;SGI;SOG;SPR;WIM,DCK;DCR;DNI;DSC;DSI;DSQ,1;2,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;FVRD,Delta;Lake Cowichan;Sayward;Harrison Hot Springs;Anmore;Port Moody;Cumberland;Langford;Richmond;Kent;Lions Bay;Gibsons;Mission;Sooke;Bowen Island;Langley (City);Lantzville;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Comox;Squamish;Metchosin;Vancouver;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;North Cowichan;Port Alberni;New Westminster;Ladysmith;Nanaimo;Coquitlam;West Vancouver;Maple Ridge;Belcarra;Gold River,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Inventory; Plan; Private Land; Review Use,2,3,6,2,N,NA
2013,Pseudotsuga menziesii / Pseudoroegneria spicata - Achnatherum occidentale,Douglas-fir / bluebunch wheatgrass - stiff needlegrass,C2A2BASSO1,GNR,NA,S3,08/07/2004,22/09/1994,Blue,NA,NA,IDFdk3/04,CAB;CAP;CCR;CHP;FRB;PAR;SCR;TRU,DCC;DCS;DKA;DMH;DQU,3;5,SLRD;TNRD;CBRD,100 Mile House;Clinton;Williams Lake,Terrestrial - Forest: Coniferous - dry,NA,Monitor Trend,2,2,4,4,N,NA
2013,Pseudotsuga menziesii / Pseudoroegneria spicata - Calamagrostis rubescens,Douglas-fir / bluebunch wheatgrass - pinegrass,C2A2BASCR1,GNR,NA,S3,08/07/2004,31/03/2001,Blue,NA,NA,IDFdk4/05,CAB;CCR;CHP;FRB,DCC;DCH,5,TNRD;CBRD,NA,Terrestrial - Forest: Coniferous - dry,NA,Inventory; Review Use,2,3,2,3,N,NA
2013,Pseudotsuga menziesii / Pseudoroegneria spicata - Selaginella densa,Douglas-fir / bluebunch wheatgrass - compact selaginella,C2A2BPMSD1,GNR,NA,S4,31/03/2001,22/09/1994,Yellow,NA,NA,PPxh2/02,GUU;NIB;PAR;SCR;THB;TRU,DCS;DKA;DOS,3,EKRD;CORD;NORD;KBRD;OSRD,Cache Creek;Ashcroft;Kamloops;Merritt;Logan Lake;Lytton;Lillooet,Terrestrial - Forest: Coniferous - dry,NA,No New Actn,3,3,4,5,N,NA
2013,Pseudotsuga menziesii / Rosa acicularis / Aralia nudicaulis,Douglas-fir / prickly rose / wild sarsaparilla,CEBC000066,GNR,NA,S2,31/10/2004,15/06/2000,Red,NA,NA,IDFxm/07,CAB;CHP;FRB;QUL,DCC;DCH;DCS;DMH;DQU,5,TNRD;CBRD,Williams Lake,Terrestrial - Forest: Coniferous - moist/wet,NA,Eco Protect; Inventory; Review Use,2,2,6,2,N,NA
2013,Pseudotsuga menziesii / Symphoricarpos albus - Amelanchier alnifolia,Douglas-fir / common snowberry - saskatoon,C1A9CPMAA1,GNR,NA,S2,31/10/2004,31/03/2001,Red,NA,NA,PPxh2/06,GUU;NIB;PAR;SCR;THB;TRU,DCS;DKA;DOS,3,SLRD;TNRD,Cache Creek;Ashcroft;Kamloops;Merritt;Logan Lake;Lytton;Lillooet,Terrestrial - Forest: Coniferous - mesic;Terrestrial - Forest: Coniferous - moist/wet,NA,Classification; Eco Protect; Eco Restore; Inventory; Plan; Private Land; Review Use; Status Rpt,2,6,6,2,N,NA
2013,Pseudotsuga menziesii / Symphoricarpos albus / Balsamorhiza sagittata,Douglas-fir / common snowberry / arrowleaf balsamroot,CEBC000399,GNR,NA,S2,31/10/2004,07/05/1996,Red,Y (Jun 2006),NA,IDFdm2/03,EKT;ELV;EPM;FLV;MCR;SPK;SPM;UCV,DRM,4,EKRD,Cranbrook;Invermere;Radium Hot Springs;Canal Flats;Kimberley,Terrestrial - Forest: Coniferous - dry,NA,Eco Protect; Inventory; Monitor Trend; Plan; Review Use; Status Rpt,2,2,6,2,N,NA
2013,Pseudotsuga menziesii / Symphoricarpos albus / Calamagrostis rubescens,Douglas-fir / common snowberry / pinegrass,C1A9CPMSA1,GNR,NA,S2,07/06/2004,07/06/2004,Red,NA,NA,PPxh1/06,NOB;OKR;SOB,DCS;DOS,8,CORD;OSRD,Osoyoos;Penticton;West Kelowna;Kelowna;Princeton;Summerland;Lake Country;Peachland,Terrestrial - Forest: Coniferous - mesic;Terrestrial - Forest: Coniferous - moist/wet,NA,Classification; Eco Protect; Eco Restore; Plan; Private Land; Status Rpt,2,5,6,2,N,NA
2013,Pseudotsuga menziesii / Symphoricarpos albus / Pseudoroegneria spicata,Douglas-fir / common snowberry / bluebunch wheatgrass,CEBC000265,GNR,NA,S4,08/06/2004,08/06/2004,Yellow,NA,NA,IDFdk1/02;IDFmw1/02;IDFmw2/02,CAB;CAP;GUU;NIB;NOB;NOH;NSH;NTU;OKR;PAR;QUH;SCR;SHB;SOB;SRH;THB;TRU;WOU,DCS;DHW;DKA;DMH;DOS,3;5;8,SLRD;TNRD;CORD;NORD;CSRD;CBRD;OSRD,Spallumcheen;Chase;Enderby;Clearwater;Sun Peaks Mountain Resort;Salmon Arm;Lake Country;Coldstream;Logan Lake,Terrestrial - Forest: Coniferous - dry,NA,No New Actn,4,5,4,5,N,NA
2013,Pseudotsuga menziesii / Symphoricarpos albus - Spiraea betulifolia,Douglas-fir / common snowberry - birch-leaved spirea,C1A9CPMSB1,GNR,NA,S2,31/10/2004,31/03/2001,Red,NA,NA,IDFxh1/06;IDFxh1/07;PPxh1/07,HOR;NIB;NOB;NOH;OKR;SHB;SOB;SRH;WOU,DCS;DOS,3;8,TNRD;CORD;NORD;CSRD;KBRD;OSRD,Spallumcheen;Armstrong;Lumby;Osoyoos;Penticton;West Kelowna;Kelowna;Princeton;Vernon;Summerland;Lake Country;Coldstream;Peachland,Terrestrial - Forest: Coniferous - moist/wet,NA,Eco Protect; Eco Restore; Plan; Private Land; Review Use; Status Rpt,2,6,6,2,N,NA
